gene,expression
ARHGEF2,0.06314506916914502
ARHGEF3,0.02620342594240461
ARHGEF7,0.0382669530813833
ARID1A,0.08072592581148183
ARID1B,0.06155362695327993
ARID2,0.02866520592807722
ARID4B,0.04473892535363877
ARIH1,0.05270631421390337
ARIH2,0.02907982538654492
ARL1,0.06997882555636369
ARL5A,0.018413301952498965
ARL6IP1,0.15360806955659126
ARL6IP5,0.10695379050287135
ARL8A,0.036942150289623964
ARL8B,0.07096176465335381
ARMC10,0.02371962818954187
ARMC8,0.02314090482637831
ARMH3,0.019361759031355952
ARNT,0.04586389243291333
ARPC2,0.12610046593628546
ARPC3,0.07853984514433565
ARPC4,0.05155198212780006
ARPC5,0.10171092655802841
ARRB2,0.020954193143600655
ARRDC3,0.06990892428344193
ASAP3,0.02839565062175761
ASB13,0.037014707875520324
ASCC2,0.03621310990812755
ASCC3,0.03481846720854697
ASH1L,0.07904685207771468
ASXL1,0.04593670136778508
ATF2,0.031517640855529355
ATF4,0.15864141135039234
ATF6,0.06053797570864364
ATF6B,0.054466583187216804
ATF7,0.024275672333710002
ATF7IP,0.06819235580120123
ATG12,0.02494808537073618
ATG13,0.050135040811347856
ATG16L1,0.026294078155608816
ATG2B,0.02713011877421981
ATG3,0.026511744773588038
ATG4B,0.02514014822761997
ATG5,0.024333120666409712
ATG7,0.015243176653481577
ATIC,0.059510093908952774
ATL2,0.044112679837268624
ATL3,0.08142330640430961
ATMIN,0.04582836511154489
ATN1,0.12632712389225173
ATOX1,0.029345109479902293
ATP13A3,0.06645737466992654
ATP2C1,0.0787174562833597
ATP5F1C,0.09698472638892353
ATP5IF1,0.03601594910466621
ATP5MC2,0.13612136507445297
ATP5PB,0.06906458225562649
ATP5PF,0.029372057384380538
ATP6AP1,0.14305493824767349
ATP6AP2,0.11047356309538006
ATP6V0A1,0.03862897054140537
ATP6V0B,0.06996642759654925
ATP6V0D1,0.04891296797577221
ATP6V0E1,0.09264387431626821
ATP6V1A,0.06130824151012179
ATP6V1C1,0.05432985949925545
ATP6V1D,0.032637216919482695
ATP6V1E1,0.06133442948053363
ATP6V1G1,0.07576930020821455
ATP6V1H,0.04012295117967147
ATPAF1,0.032891953209508495
ATRAID,0.05216436224228681
ATRN,0.05665807791665146
ATRX,0.06298718057942355
ATXN10,0.06242842774966643
ATXN2,0.025396941668496133
ATXN2L,0.061485265398184726
ATXN7L3,0.03736700398985929
AUP1,0.06652585348159255
AUTS2,0.05198998674622353
AVL9,0.04051772451490862
AZIN1,0.15111456636251924
B3GNT2,0.02967766482145037
B4GALT3,0.039770078981599566
B4GALT5,0.055354342310499814
BABAM2,0.018244717225167077
BAG1,0.045937959368548775
BAG3,0.04956790332449077
BAG5,0.0381988900422199
BAG6,0.11719115734860297
BAP1,0.04077350881234934
BAZ1B,0.07959324410700476
BAZ2A,0.07728350980933212
BCCIP,0.031322151181772194
BCL10,0.013621016076439401
BCL2L1,0.04965345857875294
BCL2L13,0.03882241002268849
BCL2L2,0.02854364485526271
BCL9,0.03157739436649707
BCLAF1,0.08923071714074428
BCR,0.04550795394216226
BFAR,0.03947646114017154
BICD2,0.024066707240223455
BIRC2,0.036539736751111725
BIRC6,0.07440538955820916
BLOC1S6,0.0349191343096568
BMPR2,0.08262976538853796
BMS1,0.03538703840666945
BNIP2,0.03767958736484012
BNIP3L,0.08184780718794724
BOD1,0.026367386174694564
BPNT2,0.09726571516544487
BRAF,0.02199541913531959
BRAP,0.01723668165634358
BRD1,0.023573299828721875
BRD2,0.14018367894728334
BRD4,0.05623587988324561
BRD7,0.0353617056240779
BRD8,0.03315471525835865
BRD9,0.01996336500030917
BRI3,0.03273339210333641
BROX,0.05030225053107876
BRPF3,0.038792044740064965
BRWD1,0.06063061683282095
BSDC1,0.061518422026966835
BTBD1,0.03781889110845146
BTBD7,0.025807675167571643
BTBD9,0.015088569234236657
BTD,0.024584950046948054
BTF3L4,0.035570793475745405
BTG1,0.09898472944939751
BTRC,0.02617193882579742
BUD23,0.04387368338361685
BZW2,0.04632879196967173
C11orf58,0.08716918466928687
C14orf119,0.024887065611181654
C16orf72,0.04355345941358039
C1QBP,0.04177466992711376
C1orf198,0.07535565971039579
C1orf43,0.16231509376961326
C2CD3,0.02150262301954763
C2CD5,0.028060321851054015
C2orf68,0.02366804204960641
C4orf3,0.07683721306449084
C5orf15,0.04550580371400925
C5orf24,0.033017637499710054
C5orf51,0.027578584441487614
C6orf62,0.10775117566654112
C6orf89,0.07441412155020813
C8orf33,0.04577363239884961
C9orf78,0.0324390401946583
CAB39,0.057743105123196456
CABIN1,0.043416830211434006
CACUL1,0.05116563334525333
CACYBP,0.048426407657276946
CAD,0.040147502626263445
CALCOCO1,0.04874304763877353
CALM1,0.1740570914425004
CALM3,0.0930048245750503
CAMK2G,0.018811509334704584
CAMKK2,0.04292997770181705
CAMLG,0.026709851180149985
CAMSAP1,0.026903146444485753
CAPN7,0.026559502577729658
CAPZA1,0.0946588800404545
CAPZB,0.13592344926286218
CARD8,0.01864693778813354
CARS1,0.023906920731116523
CARS2,0.023451506508508902
CASP2,0.033268871031739276
CASP3,0.021259612917404285
CAST,0.10323810454161932
CAT,0.0735234470445229
CBFA2T2,0.024389163761161438
CBLL1,0.021774167273638872
CBX5,0.08957307178740882
CC2D1B,0.01835292650823331
CCAR1,0.04650413594405551
CCAR2,0.03819593947971744
CCDC47,0.07425405373861815
CCDC50,0.04665991541290567
CCDC59,0.012416478762128176
CCDC90B,0.019295641397841932
CCDC92,0.025203698015496268
CCM2,0.024891809136860957
CCNC,0.029033738324822044
CCNG2,0.06730890544025618
CCNL1,0.046598325916769594
CCNL2,0.04656795414592739
CCNT1,0.027283019726267996
CCNT2,0.025341432114390487
CCNY,0.05545362368270494
CCSER2,0.03692692775446719
CCT4,0.07352896870698729
CCT7,0.13180881781286952
CCT8,0.09698792484977446
CD151,0.1319864341340444
CD276,0.06539416571990804
CD47,0.07674525515500424
CD99L2,0.03333885106269374
CDC16,0.04212021917796253
CDC27,0.04166522153316203
CDC37,0.06525017798050758
CDC42,0.1472749564823731
CDC42SE1,0.08196427878799188
CDC42SE2,0.03672251062942168
CDC5L,0.039151828646074444
CDC73,0.038040297305217456
CDIPT,0.05192646112297093
CDK13,0.038196357806797726
CDK2,0.015101988689432707
CDK2AP1,0.08542224377086152
CDK5RAP1,0.014973155998703695
CDK5RAP2,0.04123993853477937
CDK9,0.03025669104573981
CDR2,0.024097202430625582
CDS2,0.049074819323646525
CEBPG,0.03362954203589016
CELF1,0.07222755590868966
CEP104,0.023126491812854644
CEP350,0.049047624103383765
CEP57,0.016911196627733403
CEP63,0.016922128022740696
CEP68,0.02432787713362054
CEP89,0.019985714207010757
CERS5,0.024710928465448277
CERT1,0.031028403762011998
CETN2,0.03857143964772646
CFAP36,0.021682865378825786
CFLAR,0.056900394199020043
CGGBP1,0.059605674039846276
CHCHD3,0.026189707949641414
CHD1,0.03697157584222819
CHD2,0.05665268213261467
CHD3,0.10399901810798028
CHD6,0.052982856543753586
CHD8,0.05847177435722631
CHMP1B,0.0255766642376029
CHMP2B,0.03308740322275859
CHMP3,0.05426841056495745
CHMP4B,0.09820913712695824
CHMP5,0.04286113204387241
CHMP7,0.027385679486832442
CHP1,0.0777162915155265
CHPF2,0.03472888839020181
CHSY1,0.05048019760130036
CHTOP,0.047590648627222565
CIAO1,0.05135477425697921
CIAO2A,0.019034593781496353
CILK1,0.0264106848890743
CIR1,0.02543335667287752
CITED2,0.05633277451250065
CIZ1,0.050576896400070195
CKAP4,0.07988253294837117
CKAP5,0.08989759868855868
CLASP1,0.0370312993402732
CLASP2,0.03181522726549164
CLCN3,0.06589426749907312
CLDN12,0.027919152296989862
CLDND1,0.02683592949309944
CLEC16A,0.022043533647894173
CLIC1,0.16481102188920527
CLINT1,0.04986082386361452
CLIP1,0.05841231841176524
CLK1,0.04788193966018363
CLK2,0.024587105049721475
CLK3,0.024329220242513435
CLOCK,0.032808936046837336
CLPTM1,0.07796154640554252
CLPX,0.028585667436250545
CLTA,0.0576435299384092
CMIP,0.03492552337793441
CMPK1,0.09459770729476118
CMSS1,0.014262050406618078
CMTM3,0.03375284172525235
CMTM6,0.06477213050462763
CMTR1,0.03319861945423663
CNDP2,0.10639641017930254
CNIH1,0.04723262497164422
CNN2,0.06989705268417414
CNNM3,0.021893997816187078
CNOT10,0.01723166084979646
CNOT11,0.03152162463325993
CNOT2,0.042194366775701896
CNOT4,0.01671829347207614
CNOT6,0.03757855667566319
CNOT6L,0.03496858140266175
CNOT7,0.04694494356742755
CNOT8,0.03853077789179845
CNOT9,0.032937923377165404
CNP,0.05686479418950422
COA1,0.02100859926280508
COA5,0.015104384916238165
COG1,0.018236923583534712
COG3,0.020068753238247077
COG4,0.03060542806672125
COIL,0.016035672778135144
COLGALT1,0.06891000515792714
COMMD2,0.021444177793678725
COMT,0.048710827835035435
COP1,0.033517890877428666
COPB1,0.09303293960874447
COPB2,0.1466212042955987
COPG2,0.025895234389521113
COPS5,0.027701186584733174
COPS6,0.04786503395902971
COPS7A,0.04242727795105552
COPS7B,0.019804843104983292
COPS8,0.033681975870494374
COPZ1,0.10623825741791956
COQ4,0.025633464085328933
CORO1C,0.0641247984584231
COX11,0.020042744427781613
COX15,0.018494512238516184
COX6B1,0.07555888738206801
COX7A2,0.04680131923184464
COX7A2L,0.05561494989430767
COX7B,0.04557620200593976
COX7C,0.09279847810868584
CPSF1,0.0541415376800295
CPSF2,0.037862000505240474
CPSF3,0.02546432571616888
CPSF6,0.049523504349670615
CPSF7,0.05164857624379364
CPT1A,0.06351530809852657
CRCP,0.02563468455147497
CREB1,0.03481408292008172
CREB3L2,0.08314408536974413
CREBBP,0.07698007836475354
CREBL2,0.04744390930546946
CREBZF,0.03675712935162777
CREG1,0.07781041480055546
CRIPT,0.01565130123120593
CRK,0.05043116272500479
CRKL,0.05269212320730944
CRNKL1,0.03450687657445426
CRTAP,0.10802793283953141
CRTC3,0.03230215119553445
CRY2,0.033399881954841025
CS,0.10052304938209111
CSK,0.03499660645104479
CSNK1A1,0.06093595144391955
CSNK1D,0.06839408547559965
CSNK1E,0.03533463410472798
CSNK1G3,0.022781723716223393
CSNK2A1,0.06857871418451526
CSNK2A2,0.016382387173502943
CSRNP2,0.03166131543985588
CSTF1,0.02332903804897084
CTBP1,0.039283466177140736
CTCF,0.04097123760220853
CTDSP1,0.07310270458146984
CTDSPL,0.03594567115926955
CTDSPL2,0.024073762615720463
CTIF,0.029681724948798123
CTNNA1,0.2559482930551291
CTNNBL1,0.026888733113531352
CTR9,0.044059760900795115
CTSA,0.050969753433615796
CTSC,0.05162270393182051
CTSH,0.06425529094574112
CTSL,0.05359037782962191
CTSS,0.05308987358724167
CUL1,0.04528977595829834
CUL2,0.02715789922989164
CUL4A,0.05949314276637713
CUL4B,0.057945678951875475
CUL5,0.022598394152179322
CUL7,0.027806178132002115
CUL9,0.01818279329484957
CUTA,0.06583154750058293
CUX1,0.056066036116540104
CWC15,0.02596694759713965
CWC22,0.01764633244475839
CXCR4,0.04383595781725211
CXorf38,0.015917514006299056
CYB5B,0.035085230966388506
CYB5R1,0.05236331917697055
CYB5R3,0.12736772630551596
CYBC1,0.03594825843539144
CYCS,0.06101822846564811
CYFIP1,0.09599771644475698
CYLD,0.03535837671823973
CYP20A1,0.019239580242029323
CYRIB,0.04811739240427798
CYTH1,0.03028155077832172
CYTH2,0.03941214057703278
CZIB,0.016605423151372395
DAD1,0.06804099784710822
DAG1,0.10818556452514533
DAP,0.10371383918028021
DAP3,0.07901188453912121
DARS1,0.047558713783796405
DAZAP1,0.04925459629930866
DAZAP2,0.16156984977342567
DBNL,0.059230312549287976
DBT,0.02087450837837118
DCAF11,0.0424314626372459
DCAF12,0.04575578805182361
DCAF13,0.039092056318074976
DCAF16,0.026365831861255205
DCAF6,0.06097038519473719
DCAF7,0.07722680248425004
DCAF8,0.027943743263403698
DCAKD,0.025659453610921635
DCP2,0.02906425466799338
DCTD,0.0397015929578748
DCTN1,0.07168436321124602
DCTN2,0.05667638559268826
DCTN4,0.055660640102209065
DCTN5,0.05168993262037399
DCUN1D1,0.024532664195951043
DCUN1D4,0.02354450448305321
DDB1,0.1749888199037017
DDI2,0.041289012156823054
DDOST,0.1152378049331826
DDX1,0.07050994277516674
DDX10,0.01735413421496745
DDX18,0.05135592704667572
DDX20,0.013192609897728141
DDX21,0.0738090899112115
DDX23,0.06693651183066747
DDX24,0.08428564138720859
DDX27,0.029163464907023234
DDX31,0.011465457661944883
DDX3X,0.23415612160121113
DDX42,0.08810928333653094
DDX46,0.042954146027835725
DDX50,0.02678830872353043
DDX56,0.04057626149437931
DDX58,0.0372069304297432
DDX6,0.10879252360750623
DEDD,0.020379660957717857
DELE1,0.0331896328920441
DENND1A,0.016609180463757773
DENND4B,0.025184902768246576
DENND5A,0.04287544097554703
DENND6A,0.020417723550395842
DENR,0.04911538111868819
DERL1,0.07091505698341555
DERL2,0.023198778515634375
DESI1,0.023705995248440546
DESI2,0.03920820239380463
DFFA,0.025775536040008734
DGCR2,0.07428483992563192
DGCR8,0.01557484946672632
DGKD,0.027807240452403147
DGKZ,0.038034836893253154
DHDDS,0.025833543183540843
DHTKD1,0.04018355033510144
DHX15,0.08224701734883512
DHX16,0.024752142323126794
DHX29,0.03172417279191028
DHX30,0.04207361523237996
DHX36,0.03406731323233957
DHX57,0.017096887103763
DHX8,0.03729688843449111
DHX9,0.12521354146182828
DIAPH1,0.08209924261488895
DICER1,0.05132881076983915
DIDO1,0.053261721331367064
DIP2A,0.023573460808109063
DIP2B,0.04382239264086947
DIS3,0.03148668817523587
DIS3L,0.021639492591947484
DIS3L2,0.01232653396196026
DKC1,0.04501292565362358
DLD,0.04955013650365217
DLG1,0.04427109310129057
DLGAP4,0.04416458255676464
DLST,0.05440842251801647
DMAP1,0.017074447184332323
DNAAF5,0.0221335692263127
DNAJA1,0.12385372817361855
DNAJA2,0.0470809069582887
DNAJA3,0.039456902516590994
DNAJB11,0.016878745491149056
DNAJB12,0.03529266273932292
DNAJB2,0.05491103563944969
DNAJB6,0.062046522598024074
DNAJC10,0.0889722149155518
DNAJC13,0.045236361926060106
DNAJC19,0.017316264689596624
DNAJC21,0.03631709814206319
DNAJC3,0.06502274947195218
DNAJC5,0.05919755317612507
DNAJC7,0.03357195450869942
DNAJC8,0.048165958642229674
DNM1L,0.04474090484216211
DNM2,0.06892502921529918
DNMT1,0.05484197148141415
DNMT3A,0.025243470225809084
DNPEP,0.048218058902415234
DNTTIP2,0.03972735045699899
DOCK1,0.04921818239155685
DOP1B,0.04366441421911455
DPF2,0.03378132451768246
DPM1,0.021089412515212493
DPP8,0.029212635313516155
DPP9,0.03179744217397943
DPY19L3,0.025380096579958662
DR1,0.04139307843046058
DRAM2,0.03135394992773197
DROSHA,0.0381676241267597
DSTYK,0.025954803156844647
DTX3L,0.05755866952722057
DUSP11,0.013869598543819436
DUSP16,0.058391979624956215
DUSP22,0.020974244985188604
DUSP3,0.046179704136923336
DUT,0.0270648352988997
DVL3,0.0638542476906118
DYM,0.03469348339920459
DYNC1H1,0.21938983950138935
DYNC1I2,0.06486486087578343
DYNC1LI1,0.026130654538826716
DYNLL1,0.09586438389020165
DYNLL2,0.08581288436957862
DYNLT1,0.05059531316031289
DYRK1A,0.05114818472202633
DYRK2,0.02310364503289004
E2F4,0.024293672596959706
EARS2,0.025111489042499713
EBAG9,0.019323298726474935
ECD,0.023482837141949098
ECPAS,0.09453700532721848
EDEM1,0.04548537488597178
EDEM3,0.05450207819081655
EEF1AKNMT,0.028886350238050897
EEF1B2,0.1324454799790176
EEF1D,0.04114402676329193
EEF2K,0.04029008205743873
EFCAB14,0.10159428745907229
EFNA1,0.07065620876194137
EFR3A,0.0693904901731518
EFTUD2,0.05590810729691341
EHD4,0.036211977862402336
EHMT1,0.0371614342416951
EHMT2,0.029802805828590802
EI24,0.07569021602583582
EID1,0.08800926028816689
EIF1AX,0.05667726436081929
EIF2A,0.060115216000441785
EIF2AK1,0.12835620999535863
EIF2AK2,0.06373778550166062
EIF2AK4,0.04428819839595826
EIF2B1,0.031068974015665968
EIF2B4,0.019279238839847068
EIF2B5,0.037431389287797864
EIF2S1,0.04514704886163993
EIF2S2,0.04830594253888645
EIF3B,0.12065937776991134
EIF3D,0.1148318460238095
EIF3F,0.08059222315362773
EIF3G,0.05114231273147117
EIF3I,0.1054574711648708
EIF3J,0.0432851186021247
EIF3M,0.06349764910882534
EIF4A2,0.18638984036012554
EIF4A3,0.056088179120596264
EIF4B,0.19990176318155795
EIF4E,0.02083619406772742
EIF4E2,0.03344922781926602
EIF4ENIF1,0.015029186587814249
EIF4G3,0.05110789036591681
EIF4H,0.1173153438890482
EIF5,0.11547478968605021
EIF5A,0.11068116671421858
EIF5B,0.11017258647536324
ELAC2,0.03741964965255434
ELAVL1,0.04992328390092885
ELF2,0.024231262344781214
ELK3,0.039366591162131974
ELK4,0.041898147374435576
ELMO2,0.030180266254365956
ELMOD2,0.0259688996642178
ELOA,0.03142408750343089
ELOVL1,0.05246974042983699
ELP1,0.03223275877359636
ELP3,0.01970397554731295
EMC1,0.040961620016114045
EMC2,0.02963884336979489
EMC3,0.042541191410175
EML4,0.03924408499435708
ENC1,0.043768243010495596
ENG,0.07029018388272158
ENOPH1,0.026000231068722245
ENTPD1,0.019642795762634144
ENTPD4,0.026644925504477016
ENTPD6,0.03911397961750893
ENY2,0.03666770479599802
EP300,0.06971260217636333
EP400,0.03724454800183746
EPB41L1,0.05296144329950605
EPC1,0.019742925362773972
EPHX1,0.1090145266627624
EPN1,0.0568369389618923
EPS15,0.050434410313742184
EPS15L1,0.027136355356586095
ERBIN,0.06144237403610394
ERC1,0.04123639534983318
ERCC3,0.028195838093838313
ERGIC2,0.02748501619089145
ERH,0.0459137477948599
ERI3,0.02980391423988451
ERLEC1,0.05114300061168588
ERLIN1,0.02928829655981196
ERO1A,0.03508872596022951
ERP29,0.07111195216423911
ERP44,0.0408971318650387
ESD,0.048223908394676884
ESYT1,0.10136379863255422
ESYT2,0.10221588777404336
ETF1,0.08290283053306452
ETFA,0.04494684361694948
ETNK1,0.040880235848285346
ETV6,0.05000346542634654
EWSR1,0.11073593375995505
EXOC1,0.019151453811961625
EXOC3,0.03217472944326695
EXOC4,0.04805895284770745
EXOC5,0.03956270052798167
EXOC7,0.03384048844994553
EXOSC10,0.026970324443562663
EXOSC6,0.017911499904239132
EXT1,0.03447565251501258
EXT2,0.054949497092414985
EXTL3,0.025458928735235888
EYA3,0.019841640445392966
EZH1,0.0257356475120868
F11R,0.08514127149560544
FAF1,0.031886464572172604
FAF2,0.05074043795947116
FAM102A,0.09061466334308985
FAM111A,0.02638413173963507
FAM114A1,0.04745713153303184
FAM120A,0.13615280339384375
FAM120AOS,0.044690362116122574
FAM120B,0.029553302512195814
FAM122B,0.022683495833100267
FAM136A,0.021399790039180806
FAM160A2,0.019670067009951428
FAM168A,0.050952474520415326
FAM168B,0.07370426218088805
FAM177A1,0.02959470745278974
FAM193A,0.020515718838822493
FAM199X,0.041984535097040594
FAM204A,0.021472927509364723
FAM20B,0.061992045202485815
FAM32A,0.040985328954302666
FAM8A1,0.03570152610965589
FAM91A1,0.04915882360974
FAM98A,0.028856343082211282
FARP1,0.06534163378986153
FARSB,0.03295597985062212
FASTKD2,0.025751160684315145
FBRS,0.05100862960706797
FBXL3,0.03411035432113009
FBXL5,0.07251521511083468
FBXO21,0.03539185145547305
FBXO22,0.017860371209486258
FBXO28,0.03993065354625987
FBXO3,0.028768964757805313
FBXO42,0.01822780131118362
FBXO7,0.05448756863223861
FBXO9,0.032735504626965804
FBXW11,0.03658513974253273
FBXW2,0.05149745672401192
FCF1,0.024566399445681224
FDFT1,0.07204306368948143
FEM1B,0.06252971462922252
FEM1C,0.026856568085425043
FEZ2,0.027936157683571366
FGFR1OP2,0.021203970302378427
FH,0.048399240243438134
FKBP15,0.03342643468597872
FKBP9,0.07571234144741784
FLAD1,0.03216101197960699
FLII,0.08636317095482496
FLOT1,0.10801184768730945
FLOT2,0.07122145402695584
FMR1,0.03285299249581438
FNBP4,0.036696226186702444
FNDC3B,0.0637042285268626
FNTA,0.0312942303120415
FOCAD,0.02563884667703415
FOSL2,0.10433011211858402
FOXJ2,0.025949917763169655
FOXJ3,0.044089515112564405
FOXK1,0.02922143891016978
FOXK2,0.0375652414582603
FRYL,0.04089859221764356
FTO,0.046474752171397515
FUBP1,0.06361466763301403
FUBP3,0.0339466760785416
FUS,0.12994236811184512
FXR1,0.07824488473213659
FYCO1,0.040680470735297035
FYTTD1,0.054508421113894825
G3BP1,0.11028437210361702
G3BP2,0.093319761695538
GABARAPL2,0.04257571191312719
GABPB1,0.014171751800106082
GAK,0.04914749090357684
GALNT1,0.07762738790646993
GALNT10,0.0631773363459068
GALNT11,0.024644887931221104
GAPVD1,0.0399731424123418
GARRE1,0.02509208841640042
GARS1,0.06842502364948386
GART,0.044315992979735715
GATAD1,0.026069765956914303
GATAD2A,0.04723491767426193
GATAD2B,0.0390239544016148
GBA2,0.02603592992872469
GBF1,0.06323404258029745
GCN1,0.07896619560660804
GDE1,0.048553651327873495
GDI1,0.08673445270997493
GEMIN5,0.020133145239656498
GFM1,0.03971035270978735
GFOD2,0.017444737769259405
GGA1,0.028909155189708415
GGA2,0.06484964274673391
GGCX,0.03213033931933264
GGNBP2,0.040069529713808796
GID8,0.059087475122689914
GIGYF1,0.0365702983515377
GIGYF2,0.04928645695615281
GINM1,0.02772742274345207
GIPC1,0.05047050823167336
GLB1,0.03961921009169439
GLE1,0.02662848378225256
GLG1,0.11406608044393489
GLO1,0.09399365144698678
GLOD4,0.030985706456951694
GLRX3,0.026539300689944815
GLT8D1,0.030841628043359718
GLTP,0.02979313156181732
GLUD1,0.11246331209501682
GLYR1,0.0695319426761456
GM2A,0.05943725300744753
GMFB,0.04312100539228341
GMPR2,0.0330366007940785
GMPS,0.05646600622861483
GNA12,0.047057356287928974
GNA13,0.05888372502934451
GNAI2,0.16740383390537583
GNAI3,0.06304278951515749
GNL1,0.033653013374451694
GNL2,0.04332740632927098
GNL3,0.05133287501492076
GNL3L,0.026341794427939047
GNPAT,0.03933944900719755
GNPDA1,0.02815054212081946
GNPTAB,0.04073497174886299
GOLGA1,0.020510458658280623
GOLGA2,0.06445488515521157
GOLGA3,0.05931471263469667
GOLGA4,0.09110270929966068
GOLGA5,0.04077855414647276
GOLGB1,0.14085650967828495
GOLM2,0.06191632820443929
GOLPH3,0.08566256006129838
GON4L,0.03267773164463319
GOPC,0.027049241135505362
GORASP1,0.02787348287727106
GORASP2,0.07101216682125486
GOSR1,0.035205987649217396
GOSR2,0.027515688895859224
GOT2,0.06269636018021303
GPATCH8,0.03530778549613486
GPBP1,0.06601369637959753
GPBP1L1,0.07830353019129968
GPD2,0.05069352078897472
GPN1,0.019430661045868058
GPR107,0.0870586994572593
GRAMD1A,0.046880094508867425
GRHPR,0.03929734771122271
GRIPAP1,0.026558688683812292
GRK2,0.05757767252969314
GRPEL1,0.02171331625589768
GRSF1,0.06683847659064285
GSE1,0.07812153608993902
GSK3B,0.049543054641986335
GSPT1,0.12326790197389835
GSTK1,0.07278098387750245
GTF2A1,0.03257575958366775
GTF2H1,0.024161887561647537
GTF2IRD1,0.019931217364653687
GTF3A,0.05734845764601249
GTF3C1,0.07749364062027661
GTF3C2,0.031284705010371366
GTF3C3,0.022591194400070614
GTF3C4,0.03955940994203695
GTPBP1,0.03397905813688672
GTPBP2,0.027099587519555074
GTPBP4,0.04346373128383721
GUCD1,0.06484374329632304
GUF1,0.020321565158196452
GUK1,0.09080182332728753
GYG1,0.03147175463656951
H2AZ2,0.10008217169548028
H3-3A,0.02949753881446178
H6PD,0.06712997205531811
HADH,0.05171674209648387
HADHA,0.1376914330868158
HADHB,0.08302823800692212
